Motivo Teletrabajo,Provincia Contrato (grupo),Finalizado,Provincia Contrato,Contratos,Anio Fecha Inicio Teletrabajo,Canton Contrato,Estado Teletrabajo,Fecha Consulta,Genero,Mes Fecha Inicio Teletrabajo,Modo Ejecucion,Ruc Empresa
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,,MEJIA,Activo,14/11/2022,Masculino,,Teletrabajo,1.79E+12
Habitual,PICHINCHA,Finalizado,PICHINCHA,2,,QUITO,Activo,14/11/2022,Masculino,,Teletrabajo,1.7909E+12
Habitual,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,11,Teletrabajo,9.91285E+11
Habitual,EL ORO,Vigente,EL ORO,1,,PASAJE,Activo,14/11/2022,Masculino,,Teletrabajo,7.60001E+11
Habitual,PICHINCHA,Vigente,PICHINCHA,2,2021,QUITO,Activo,14/11/2022,Masculino,8,Teletrabajo,1.79131E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Femenino,10,Teletrabajo,1.79132E+12
Emergente,EL ORO,Finalizado,EL ORO,3,2020,MACHALA,Activo,14/11/2022,Femenino,4,Teletrabajo,1.10107E+12
Emergente,AZUAY,Vigente,AZUAY,29,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9014E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,5,Teletrabajo,1.79184E+12
Emergente,EL ORO,Finalizado,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79179E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,4,2020,QUITO,Activo,14/11/2022,Femenino,5,Teletrabajo,9.90001E+11
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,3,Teletrabajo,9.14471E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,8,Teletrabajo,1.79226E+12
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,6,Teletrabajo,1.7901E+12
Emergente,IMBABURA,Finalizado,IMBABURA,15,2020,IBARRA,Activo,14/11/2022,Femenino,9,Teletrabajo,1.09001E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Femenino,12,Teletrabajo,4.01581E+11
Habitual,SANTO DOMINGO DE LOS TS?CHILAS,Vigente,SANTO DOMINGO DE LOS TS?CHILAS,1,,SANTO DOMINGO DE LOS TS?CHILAS,Activo,14/11/2022,Masculino,,Teletrabajo,1.72137E+12
Emergente,GUAYAS,Vigente,GUAYAS,21,2021,GUAYAQUIL,Activo,14/11/2022,Masculino,1,Teletrabajo,9.92619E+11
Emergente,EL ORO,Vigente,EL ORO,3,2020,MACHALA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92909E+11
Habitual,PICHINCHA,Finalizado,PICHINCHA,1,,QUITO,Activo,14/11/2022,Femenino,,Teletrabajo,1.7197E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,2,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,9.92185E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,12,Teletrabajo,1.79245E+12
Emergente,MANABI,Vigente,MANABI,7,2020,MANTA,Activo,14/11/2022,Masculino,6,Teletrabajo,1.39173E+12
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,7,Teletrabajo,1.79001E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,,QUITO,Activo,14/11/2022,Masculino,,Teletrabajo,1.79189E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Masculino,6,Teletrabajo,1.7914E+12
Emergente,GUAYAS,Vigente,GUAYAS,2,2021,GUAYAQUIL,Activo,14/11/2022,Masculino,5,Teletrabajo,9.90789E+11
Emergente,GUAYAS,Vigente,GUAYAS,3,2020,MILAGRO,Activo,14/11/2022,Masculino,3,Teletrabajo,9.9213E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,3,2020,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.7914E+12
Emergente,PICHINCHA,Finalizado,PICHINCHA,2,2020,QUITO,Activo,14/11/2022,Femenino,6,Teletrabajo,9.91287E+11
Emergente,GUAYAS,Finalizado,GUAYAS,1,2021,GUAYAQUIL,Activo,14/11/2022,Masculino,1,Teletrabajo,9.90785E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,3,2020,QUITO,Activo,14/11/2022,Masculino,3,Teletrabajo,1.79055E+12
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79222E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Femenino,2,Teletrabajo,1.79028E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2022,QUITO,Activo,14/11/2022,Femenino,9,Teletrabajo,1.79171E+12
Habitual,CHIMBORAZO,Vigente,CHIMBORAZO,1,2019,RIOBAMBA,Activo,14/11/2022,Femenino,1,Teletrabajo,6.9176E+11
Emergente,PICHINCHA,Finalizado,PICHINCHA,2,2021,QUITO,Activo,14/11/2022,Masculino,4,Teletrabajo,1.79231E+12
Habitual,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,10,Teletrabajo,1.79236E+12
Emergente,MANABI,Finalizado,MANABI,1,2022,MANTA,Activo,14/11/2022,Masculino,7,Teletrabajo,1.39177E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2021,QUITO,Activo,14/11/2022,Masculino,5,Teletrabajo,1.79209E+12
Emergente,SANTA ELENA,Vigente,SANTA ELENA,1,2020,LA LIBERTAD,Activo,14/11/2022,Masculino,3,Teletrabajo,9.0933E+11
Emergente,AZUAY,Vigente,AZUAY,3,2020,CUENCA,Activo,14/11/2022,Femenino,5,Teletrabajo,9.92142E+11
Emergente,GUAYAS,Finalizado,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Masculino,7,Teletrabajo,1.79242E+12
Emergente,SANTO DOMINGO DE LOS TS?CHILAS,Vigente,SANTO DOMINGO DE LOS TS?CHILAS,17,2020,SANTO DOMINGO DE LOS TS?CHILAS,Activo,14/11/2022,Masculino,3,Teletrabajo,9.93063E+11
Emergente,EL ORO,Vigente,EL ORO,1,2020,MACHALA,Activo,14/11/2022,Masculino,3,Teletrabajo,9.90006E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,9,Teletrabajo,1.79208E+12
Habitual,AZUAY,Finalizado,AZUAY,2,,CUENCA,Activo,14/11/2022,Masculino,,Teletrabajo,1.90166E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2018,QUITO,Activo,14/11/2022,Femenino,4,Teletrabajo,1.79269E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2018,QUITO,Activo,14/11/2022,Femenino,11,Teletrabajo,1.79111E+12
Emergente,GUAYAS,Vigente,GUAYAS,4,2019,GUAYAQUIL,Activo,14/11/2022,Femenino,2,Teletrabajo,1.79126E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2019,QUITO,Activo,14/11/2022,Femenino,2,Teletrabajo,1.79238E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,24,2019,QUITO,Activo,14/11/2022,Femenino,2,Teletrabajo,1.79126E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2019,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79204E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,6,2019,QUITO,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79126E+12
Emergente,GUAYAS,Vigente,GUAYAS,1,2019,GUAYAQUIL,Activo,14/11/2022,Femenino,4,Teletrabajo,9.90857E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2019,QUITO,Activo,14/11/2022,Femenino,4,Teletrabajo,1.79238E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2019,QUITO,Activo,14/11/2022,Femenino,4,Teletrabajo,1.79261E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,2,2019,QUITO,Activo,14/11/2022,Femenino,5,Teletrabajo,1.79111E+12
Emergente,EL ORO,Vigente,EL ORO,1,2019,MACHALA,Activo,14/11/2022,Femenino,6,Teletrabajo,7.91755E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2019,QUITO,Activo,14/11/2022,Femenino,7,Teletrabajo,1.79005E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,2,2019,QUITO,Activo,14/11/2022,Femenino,7,Teletrabajo,1.79111E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2019,QUITO,Activo,14/11/2022,Femenino,8,Teletrabajo,1.79072E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2019,QUITO,Activo,14/11/2022,Femenino,9,Teletrabajo,1.79111E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2019,QUITO,Activo,14/11/2022,Femenino,10,Teletrabajo,1.79186E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2019,QUITO,Activo,14/11/2022,Femenino,12,Teletrabajo,9.92117E+11
Emergente,GUAYAS,Vigente,GUAYAS,2,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,1,Teletrabajo,9.90067E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,1,Teletrabajo,9.90001E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,1,Teletrabajo,9.92117E+11
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,1,Teletrabajo,1.72306E+12
Emergente,SANTO DOMINGO DE LOS TS?CHILAS,Vigente,SANTO DOMINGO DE LOS TS?CHILAS,1,2020,SANTO DOMINGO DE LOS TS?CHILAS,Activo,14/11/2022,Femenino,1,Teletrabajo,1713516589
Emergente,COTOPAXI,Vigente,COTOPAXI,1,2020,LATACUNGA,Activo,14/11/2022,Femenino,2,Teletrabajo,5.90052E+11
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,2,Teletrabajo,9.90007E+11
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,2,Teletrabajo,9.92941E+11
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,2,Teletrabajo,1.79032E+12
Emergente,GUAYAS,Vigente,GUAYAS,1,2020,GUAYAQUIL,Activo,14/11/2022,Femenino,2,Teletrabajo,1.79192E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,PEDRO MONCAYO,Activo,14/11/2022,Femenino,2,Teletrabajo,1.79122E+12
Emergente,PICHINCHA,Vigente,PICHINCHA,1,2020,QUITO,Activo,14/11/2022,Femenino,2,Teletrabajo,1.79141E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CAMILO PONCE ENRIQUEZ,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90373E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CAMILO PONCE ENRIQUEZ,Activo,14/11/2022,Femenino,3,Teletrabajo,7.0408E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.00749E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.01038E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.01811E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.02064E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.03761E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.04045E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.0479E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.04921E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.05743E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.60026E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90001E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90019E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90086E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90088E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90096E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90102E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90151E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90156E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90159E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9016E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90161E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90169E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9017E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90304E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9031E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90312E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9032E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90328E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90328E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90329E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90337E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90339E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90341E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90344E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90344E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90347E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90347E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90347E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90349E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90352E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90356E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90357E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90357E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90359E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9036E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9036E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90371E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90388E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90389E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90394E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90402E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90403E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90404E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90408E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90408E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90409E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90412E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90414E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90415E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90415E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90428E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90435E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90437E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90439E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90445E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90451E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90469E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90485E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90498E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.95089E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,7.90002E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90024E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90032E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90034E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.90988E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.91054E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.91217E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.91344E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.91434E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92142E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92234E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92239E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,9.92294E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.39179E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.40013E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79001E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79003E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79026E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79028E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79028E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79032E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79037E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79069E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79089E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79105E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79111E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.7912E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79122E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79125E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79128E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.7913E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79131E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79134E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79135E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79194E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79213E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79219E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79234E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79237E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79242E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79243E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79245E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79267E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79275E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.79288E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.89175E+12
Emergente,AZUAY,Vigente,AZUAY,1,2020,GIRON,Activo,14/11/2022,Femenino,3,Teletrabajo,1.90154E+11
Emergente,AZUAY,Vigente,AZUAY,1,2020,PAUTE,Activo,14/11/2022,Femenino,3,Teletrabajo,1.9017E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.02045E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.02525E+11
Emergente,AZUAY,Vigente,AZUAY,2,2020,CUENCA,Activo,14/11/2022,Femenino,3,Teletrabajo,1.03044E+11
